ID;Generacion;Resultado
0;0;0.2020676258181576
1;0;1.0
2;0;0.0068681670707267444
3;0;0.49646084375945015
4;0;0.08150054074001938
5;0;0.9999897490043721
6;0;1.0
7;0;0.00014863943660528027
8;0;0.1810838377677432
9;0;0.3700301891821243
10;0;0.9989749004372049
11;0;0.7479126410152586
12;0;1.0
13;0;0.013357047303219325
14;0;1.0
15;0;1.0
16;0;0.05773360737661645
17;0;1.0
18;0;1.0
19;0;1.0
20;0;0.24305110633870314
21;0;0.03952271364356263
22;0;0.08034217823406098
23;0;0.7469029179459055
24;0;0.038507865076395545
25;0;1.0
26;0;1.0
27;0;1.0
28;0;0.0026242548807552933
29;0;1.0
30;0;1.0
31;0;0.1390957596756585
32;0;0.08136215229904205
33;0;0.08136215229904205
34;0;0.08034730373187496
35;0;1.0
36;0;0.08136215229904205
37;0;1.0
38;0;1.0
39;0;1.0
40;0;1.0
41;0;0.998985151432833
42;0;1.0
43;0;0.4961328118993557
44;0;0.7481484139147014
45;0;0.023628544922425592
46;0;1.0
47;0;1.0
48;0;0.0
49;0;1.0
50;0;1.0
51;0;0.054243143365299354
52;0;0.05526824292809439
53;0;0.00014863943660528027
54;0;0.6634034330584359
55;0;0.00014863943660528027
56;0;0.6629267617617361
57;0;1.0
58;0;0.32818049953101697
59;0;1.0
48;1;0.0008552260971987504
7;1;0.001003738413478773
53;1;0.001003738413478773
55;1;0.001003738413478773
28;1;0.003477236646694321
2;1;0.007717519332206688
13;1;0.014200850104982845
45;1;0.02446356327136785
60;1;0.02446356327136785
61;1;1.0
62;1;0.084918318226046
63;1;0.1609566241614175
64;1;1.0
65;1;0.8320325702872945
66;1;0.0034874788754032876
67;1;1.0
68;1;1.0
69;1;0.02869360372817125
70;1;1.0
71;1;0.664234137348287
72;1;0.0008552260971987504
73;1;0.008869770061965484
74;1;0.0008552260971987504
75;1;0.001003738413478773
76;1;0.0
77;1;0.0008552260971987504
78;1;0.008721257745685461
79;1;0.007712398217852205
80;1;0.00101398064218774
81;1;0.04281763711783684
