ID;Generacion;Resultado
144;0;179264.0
145;0;1588504.0
146;0;-1.0
147;0;-1.0
148;0;-1.0
149;0;539712.0
150;0;-1.0
151;0;1193480.0
152;0;-1.0
153;0;1195072.0
154;0;374520.0
155;0;27696.0
156;0;27928.0
157;0;-1.0
158;0;212016.0
159;0;27712.0
160;0;-1.0
161;0;-1.0
162;0;-1.0
163;0;154688.0
164;0;154672.0
165;0;605248.0
166;0;154904.0
167;0;-1.0
168;0;407272.0
169;0;1588520.0
170;0;27928.0
171;0;-1.0
172;0;153096.0
173;0;-1.0
174;0;-1.0
175;0;-1.0
176;0;-1.0
177;0;-1.0
178;0;80960.0
179;0;27928.0
180;0;278296.0
181;0;-1.0
182;0;-1.0
183;0;-1.0
155;1;27696.0
159;1;27712.0
156;1;27928.0
170;1;27928.0
179;1;27928.0
178;1;80960.0
172;1;153096.0
164;1;154672.0
184;1;1063984.0
185;1;27696.0
186;1;1195056.0
187;1;27696.0
188;1;154672.0
189;1;27928.0
190;1;26120.0
191;1;27712.0
192;1;81176.0
193;1;154672.0
194;1;80944.0
195;1;603656.0
196;1;27696.0
197;1;27696.0
198;1;154688.0
199;1;-1.0
200;1;27928.0
201;1;27696.0
202;1;27928.0
203;1;27696.0
204;1;79368.0
205;1;26344.0
206;1;80960.0
207;1;1588504.0
208;1;27928.0
209;1;27928.0
210;1;1195056.0
211;1;27696.0
212;1;154904.0
213;1;27696.0
214;1;277800.0
215;1;27696.0
