ID;Generacion;Resultado
144;0;0.09798732609207522
145;0;0.999672403026177
146;0;1.0
147;0;1.0
148;0;1.0
149;0;0.32861559566343507
150;0;1.0
151;0;0.7469211003163359
152;0;1.0
153;0;0.7479397221568166
154;0;0.22291950328108845
155;0;0.0010083844350487813
156;0;0.0011568268138123074
157;0;1.0
158;0;0.11894329501131233
159;0;0.0010186218404807485
160;0;1.0
161;0;1.0
162;0;1.0
163;0;0.08226267134857342
164;0;0.08225243394314145
165;0;0.37054800831277324
166;0;0.08240087632190497
167;0;1.0
168;0;0.24387547220032554
169;0;0.999682640431609
170;0;0.0011568268138123074
171;0;1.0
172;0;0.08124404950809266
173;0;1.0
174;0;1.0
175;0;1.0
176;0;1.0
177;0;1.0
178;0;0.035088707118068
179;0;0.0011568268138123074
180;0;0.16135174701323696
181;0;1.0
182;0;1.0
183;0;1.0
155;1;0.0010083844350487813
159;1;0.0010186218404807485
156;1;0.0011568268138123074
170;1;0.0011568268138123074
179;1;0.0011568268138123074
178;1;0.035088707118068
172;1;0.08124404950809266
164;1;0.08225243394314145
184;1;0.6640646594527083
185;1;0.0010083844350487813
186;1;0.7479294847513847
187;1;0.0010083844350487813
188;1;0.08225243394314145
189;1;0.0011568268138123074
190;1;0.0
191;1;0.0010186218404807485
192;1;0.035226912091399554
193;1;0.08225243394314145
194;1;0.03507846971263603
195;1;0.36952938647229244
196;1;0.0010083844350487813
197;1;0.0010083844350487813
198;1;0.08226267134857342
199;1;1.0
200;1;0.0011568268138123074
201;1;0.0010083844350487813
202;1;0.0011568268138123074
203;1;0.0010083844350487813
204;1;0.03407008527758725
205;1;0.00014332367604754251
206;1;0.035088707118068
207;1;0.999672403026177
208;1;0.0011568268138123074
209;1;0.0011568268138123074
210;1;0.7479294847513847
211;1;0.0010083844350487813
212;1;0.08240087632190497
213;1;0.0010083844350487813
214;1;0.16103438744484597
215;1;0.0010083844350487813
