ID;Generacion;Resultado
72;0;1.0
73;0;0.08124404950809266
74;0;1.0
75;0;1.0
76;0;0.08139761058957218
77;0;0.08241111372733695
78;0;1.0
79;0;1.0
80;0;1.0
81;0;1.0
82;0;1.0
83;0;1.0
84;0;1.0
85;0;1.0
86;0;1.0
87;0;0.02474380892906502
88;0;1.0
89;0;0.08226267134857342
90;0;0.0014844237876352618
91;0;0.07702111976740615
92;0;1.0
93;0;0.0011670642192442746
94;0;0.9986588998884123
95;0;1.0
96;0;1.0
97;0;0.4964936886395512
98;0;1.0
99;0;0.08124916821080866
100;0;0.0010186218404807485
101;0;0.4964936886395512
102;0;0.056044676037305105
103;0;1.0
104;0;0.08124404950809266
105;0;1.0
106;0;0.0011568268138123074
107;0;1.0
108;0;0.040478701077998794
109;0;1.0
110;0;0.08226267134857342
111;0;1.0
100;1;0.0010186218404807485
106;1;0.0011568268138123074
93;1;0.0011670642192442746
90;1;0.0014844237876352618
87;1;0.02474380892906502
108;1;0.040478701077998794
102;1;0.056044676037305105
91;1;0.07702111976740615
112;1;1.0
113;1;0.3276020925256703
114;1;0.0011568268138123074
115;1;0.0014844237876352618
116;1;0.056054913442737074
117;1;0.021974590759717857
118;1;0.08226267134857342
119;1;0.07600761662964138
120;1;0.040468463672566825
121;1;0.08240087632190497
122;1;0.00015356108147950983
123;1;0.00014332367604754251
124;1;0.7479397221568166
125;1;0.05517961527830387
126;1;0.0010083844350487813
127;1;0.0011568268138123074
128;1;0.07716956214616967
129;1;0.021974590759717857
130;1;0.05504141030497231
131;1;1.0
132;1;0.0010083844350487813
133;1;0.3290813976105896
134;1;0.02474380892906502
135;1;0.4964936886395512
136;1;0.0010186218404807485
137;1;0.3290813976105896
138;1;1.0
139;1;5.1187027159836615e-06
140;1;0.00015356108147950983
141;1;0.3287538006367666
142;1;1.0
143;1;0.0011670642192442746
