6,38
5,80
5,82
5,74
5,67
5,96
5,70
6,52
6,32
5,45
5,61
5,36
5,47
5,05
5,98
6,27
5,16
4,98
5,55
5,54
5,04
5,73
6,03
5,12
5,27
5,32
5,59
5,58
5,48
5,75
5,44
5,72
5,79
5,54
5,23
5,17
5,27
5,94
5,23
5,18
5,62
5,81
6,04
6,05
5,77
5,26
4,98
5,54
5,77
5,54
7,04
8,02
7,59
7,48
7,83
7,77
7,96
6,94
8,31
4,56
3,63
3,60
3,67
4,65
5,17
4,99
5,76
6,06
5,17
4,83
4,98
6,69
6,40
4,77
5,51
5,52
6,00
5,34
4,65
4,77
4,70
4,68
4,74
4,79
4,87
4,85
4,81
6,22
4,95
4,48
4,04
6,24
6,56
6,41
6,49
6,47
6,48
6,46
6,30
6,43
6,58
6,46
6,49
6,57
6,55
6,67
7,16
6,76
7,09
6,46
5,53
6,65
6,88
6,67
6,73
6,64
6,80
6,50
6,82
6,65
6,31
3,61
3,60
3,59
4,13
4,64
5,18
5,04
4,79
4,79
4,79
4,75
4,81
4,78
4,77
4,77
4,70
3,56
3,58
3,56
3,55
3,57
4,04
4,67
4,65
4,71
4,65
4,64
6,28
5,16
5,55
6,26
4,98
4,82
3,94
3,54
3,54
3,49
3,52
3,57
4,66
4,67
4,64
4,67
4,67
4,79
4,82
5,36
4,62
4,76
4,65
4,64
4,29
3,51
3,52
3,54
3,53
3,49
4,37
4,64
4,68
4,59
4,64
4,64
4,64
5,39
4,78
4,76
6,33
4,70
4,46
3,52
3,45
3,55
3,54
3,52
4,48
4,74
5,62
5,89
5,13
6,19
5,34
5,77
4,76
4,74
6,48
4,12
3,56
3,54
3,56
3,51
3,75
4,76
4,76
4,67
5,39
6,00
4,89
6,56
4,77
4,79
5,55
5,92
3,80
3,53
3,52
3,55
3,56
3,74
4,92
6,56
4,79
6,18
4,96
4,73
5,97
5,71
4,87
5,59
5,64
3,52
3,54
3,50
3,50
3,49
4,95
5,51
5,11
4,80
4,78
4,78
4,81
4,87
6,48
4,78
4,80
4,78
3,83
3,53
3,54
3,52
3,51
3,73
4,69
4,73
4,67
4,63
4,65
4,63
4,73
4,80
4,77
4,79
5,87
4,78
3,93
3,54
3,54
3,54
3,54
3,58
4,66
4,64
4,63
4,63
4,69
4,63
4,72
5,52
5,90
4,70
5,36
5,87
3,51
3,53
3,55
3,54
3,51
4,13
5,47
6,06
4,85
6,39
6,52
7,23
6,62
6,65
5,82
5,06
7,40
7,32
7,35
7,20
6,81
6,48
6,46
4,36
4,79
4,68
3,72
3,93
4,09
5,68
5,42
4,64
7,17
7,50
5,63
4,90
4,97
4,80
5,39
4,83
4,68
5,21
4,64
4,42
4,94
6,92
6,21
4,68
4,68
4,79
4,57
4,39
4,70
4,71
4,58
4,53
4,95
4,73
4,61
4,63
4,44
4,80
5,13
4,39
4,48
4,74
4,73
4,40
4,79
4,84
4,71
4,76
4,39
4,46
4,69
4,54
4,33
4,74
4,73
4,59
4,90
4,90
4,59
4,69
4,52
4,30
4,70
4,77
4,78
4,55
4,59
4,72
4,66
4,73
4,36
4,48
4,65
4,57
4,53
4,70
4,68
4,75
4,79
4,29
4,61
4,60
4,40
4,29
4,80
4,69
4,57
4,65
4,54
4,67
4,72
4,60
4,28
4,52
4,65
4,41
4,51
4,78
4,69
5,12
4,68
4,69
6,92
5,49
6,17
5,04
4,96
4,83
4,94
4,75
5,71
4,83
4,62
4,68
5,29
6,96
4,77
4,67
5,32
4,98
4,68
5,13
5,42
4,39
6,04
5,50
4,64
4,98
4,80
4,79
4,81
4,56
5,43
5,01
4,74
4,68
4,71
4,66
4,74
4,70
4,43
4,39
4,63
4,68
4,37
4,70
4,73
4,57
4,99
4,80
4,85
4,99
4,56
4,49
4,64
4,65
4,55
6,41
5,04
4,96
7,82
7,28
7,66
6,95
7,23
7,05
7,08
6,83
6,93
6,90
6,97
7,04
6,70
6,61
6,84
7,20
6,69
6,66
6,51
6,96
7,05
6,49
6,87
7,16
6,45
6,01
4,55
3,96
4,89
4,11
5,28
5,11
4,09
3,82
4,92
4,78
4,70
4,57
5,46
5,31
5,80
4,42
4,73
4,14
4,56
5,25
3,67
4,55
3,89
4,16
4,77
4,15
4,38
4,09
3,89
5,45
4,42
4,31
5,24
4,64
4,23
4,88
6,90
5,46
5,29
4,04
4,87
3,73
5,22
4,74
3,85
4,35
4,85
4,38
4,02
3,69
3,80
4,31
3,85
5,12
6,75
5,44
4,84
4,47
4,34
4,21
4,39
4,15
4,10
4,11
4,19
4,12
4,22
4,11
4,18
4,12
4,11
4,15
4,10
4,10
4,17
4,24
4,14
4,16
4,21
4,11
4,21
4,16
4,12
4,13
4,20
4,22
4,17
4,16
5,46
5,03
4,71
4,34
4,08
4,42
3,94
4,15
4,45
4,95
3,69
4,07
4,59
4,41
3,64
4,74
5,07
4,81
