Gen	Ram	Cpu	Peso	Robustez	Tiempo	
0	-1.0	-1.0	-1.0	0.63	-1.0	
1	-1.0	-1.0	-1.0	0.6599999999999999	-1.0	
2	-1.0	-1.0	-1.0	0.72	-1.0	
3	-1.0	-1.0	-1.0	0.64	-1.0	
4	-1.0	-1.0	-1.0	0.6799999999999999	-1.0	
5	-1.0	-1.0	-1.0	0.64	-1.0	
6	-1.0	-1.0	-1.0	0.8200000000000001	-1.0	
